name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
chavannes-près-renens,2021-01-11,28.2,21.4,24.5,28.2,15.3,19,17.4,74.2,0,0,0,,0,0,,8.5,30.2,1024,4.1,6.2,57.1,4.8,4,,2021-01-11T08:15:35,2021-01-11T17:08:10,0.94,Clear,Clear conditions throughout the day.,clear-day,"06606099999,E5414,06700099999,06720099999,06704099999,06707099999,07490099999,LSMP,06618099999,06708099999,06703099999,06617099999,06711099999"
chavannes-près-renens,2021-01-12,33.9,21.3,29.1,28.6,15.4,23.2,26.1,88.5,0.493,100,45.83,"rain,snow",2.9,1,,9.2,263.5,1023.9,81.1,3.7,20,1.6,1,,2021-01-12T08:15:07,2021-01-12T17:09:25,0.97,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"06610099999,E5414,06705099999,LSGG,06700099999,06720099999,06704099999,06707099999,07490099999,LSMP,06618099999,06708099999,06703099999,06711099999"
chavannes-près-renens,2021-01-13,38.2,34.4,36.5,35.7,29.4,32.2,35.3,95.3,0.426,100,70.83,"rain,snow",1.7,3.7,,9.6,269.3,1023.1,74.6,,26.8,2.3,1,,2021-01-13T08:14:36,2021-01-13T17:10:41,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"E5414,06705099999,06704099999,06707099999,06618099999,06708099999,06703099999,06711099999"
chavannes-près-renens,2021-01-14,40.3,36.1,38.7,34.2,29.6,32.6,37,93.6,0.273,100,91.67,rain,0,1.2,,17.9,256.8,1020.2,68.7,,23.5,2,1,,2021-01-14T08:14:03,2021-01-14T17:11:59,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06610099999,E5414,06625099999,06704099999,06640099999,06707099999,06618099999,06708099999,06703099999,E5758,06619099999,06609099999,06627099999,06711099999"
chavannes-près-renens,2021-01-15,38.7,27,34.9,33.8,18.8,29.4,32.2,89.9,0.433,100,66.67,"rain,snow",0,0.1,,11.1,325.3,1020.4,77.5,,27.5,2.3,1,,2021-01-15T08:13:27,2021-01-15T17:13:19,0.07,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"06610099999,E5414,06619099999,06625099999,06704099999,06640099999,06627099999,06707099999,06618099999,06708099999,06703099999,06711099999"
chavannes-près-renens,2021-01-16,30.5,22.4,26.9,29.5,15.3,22.4,22.3,82.7,0.021,100,12.5,"rain,snow",2.4,0.8,,8.4,335.5,1028.2,79.4,6.2,40.3,3.6,2,,2021-01-16T08:12:48,2021-01-16T17:14:39,0.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"06610099999,E5414,06625099999,06700099999,06640099999,06704099999,06707099999,06618099999,06708099999,06703099999,06712099999,06619099999,06702099999,06627099999,06617099999,06711099999"
chavannes-près-renens,2021-01-17,35.2,30,33.1,32.4,22.2,28.3,31.6,94.2,0.371,100,70.83,"rain,snow",1.4,3.1,,9.1,275.4,1023.8,73.1,,16.3,1.4,1,,2021-01-17T08:12:07,2021-01-17T17:16:00,0.14,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"E5414,06704099999,06707099999,06618099999,06708099999,06703099999,06711099999"
chavannes-près-renens,2021-01-18,36.8,25.9,32.2,36.8,20.7,30.4,28.5,86.3,0,0,0,,0,1.8,,4.3,331.6,1029.2,53.6,,71.4,6.3,4,,2021-01-18T08:11:24,2021-01-18T17:17:23,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E5414,06610099999,06619099999,06609099999,06625099999,06704099999,06707099999,06617099999,06618099999,06708099999,06703099999,06711099999"
chavannes-près-renens,2021-01-19,38,26.7,31.9,35.2,19.9,27,25.2,76.8,0,0,0,,0,1.1,,7.1,322,1024.3,93.3,,86.9,7.4,4,,2021-01-19T08:10:38,2021-01-19T17:18:46,0.2,Overcast,Cloudy skies throughout the day.,cloudy,"E5414,06704099999,06707099999,06618099999,06708099999,06703099999,06711099999,E5758"
chavannes-près-renens,2021-01-20,45.2,33.4,38.8,42.3,27.8,34.7,27.4,63.9,0,0,0,,0,0.5,,6.9,355.9,1012.2,84.2,6.2,56.1,4.7,3,,2021-01-20T08:09:50,2021-01-20T17:20:11,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E5414,LSGG,06700099999,06720099999,06704099999,06707099999,07490099999,LSMP,06618099999,06708099999,06703099999,D0499,06711099999"
chavannes-près-renens,2021-01-21,51.5,36.9,45.6,51.5,33.9,42.3,35.5,67.8,0,0,0,,0,0.3,,11.3,222.3,1005.6,86.8,6.2,34.6,2.9,2,,2021-01-21T08:09:00,2021-01-21T17:21:36,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E5414,LSGG,06700099999,06720099999,07490099999,LSMP"
chavannes-près-renens,2021-01-22,47.7,36.8,43.2,45.4,30,39.7,38.8,84.7,0.727,100,75,rain,0,0,38,15.1,265.9,997.6,83.5,5.5,31.8,2.8,2,,2021-01-22T08:08:07,2021-01-22T17:23:02,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E5414,LSGG,06700099999,06720099999,06704099999,07490099999,LSMP,06707099999,06618099999,06708099999,06703099999,E5758,06711099999"
chavannes-près-renens,2021-01-23,39.6,34,36.1,32.3,27.5,30.4,32.1,85.7,0.242,100,45.83,"rain,snow",0.2,0,,12.4,240.5,1001.1,87.6,,28.3,2.5,2,,2021-01-23T08:07:12,2021-01-23T17:24:29,0.33,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"E5414,06704099999,06707099999,06618099999,06708099999,06703099999,06711099999"
chavannes-près-renens,2021-01-24,41.2,28.9,35,35.7,22.7,29.6,27,73.2,0.042,100,12.5,"rain,snow",1.1,0.5,,12.2,241.9,1003.4,52.6,6.2,107,9.3,5,,2021-01-24T08:06:14,2021-01-24T17:25:56,0.36,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"E5414,06705099999,LSGG,06700099999,06720099999,06704099999,06707099999,07490099999,LSMP,06618099999,06708099999,06703099999,06711099999"
chavannes-près-renens,2021-01-25,34.1,29.2,32.2,28.6,21.8,25.7,28.4,85.7,0.293,100,79.17,"rain,snow",0.7,1.8,,13,250.2,1008.5,72,,31.5,2.8,2,,2021-01-25T08:05:15,2021-01-25T17:27:24,0.39,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"E5414,06705099999,06704099999,06707099999,06618099999,06708099999,06703099999,06711099999,E5758"
chavannes-près-renens,2021-01-26,34.6,25.7,29.5,33.8,20.9,26.8,21.5,72.1,0.003,100,8.33,"rain,snow",0,0.9,,4.4,6.8,1023.9,67.2,,96.1,8.4,5,,2021-01-26T08:04:13,2021-01-26T17:28:53,0.42,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"E5414,06704099999,06707099999,06618099999,06708099999,06703099999,06711099999"
chavannes-près-renens,2021-01-27,37.1,25,31.7,33.2,20.4,27.5,26.4,80.8,0.036,100,33.33,"rain,snow",0.5,0.7,,6.8,140.9,1020.9,95.9,,57.3,4.9,3,,2021-01-27T08:03:09,2021-01-27T17:30:22,0.46,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"E5414,06704099999,06707099999,06618099999,06708099999,06703099999,06711099999,E5758"
chavannes-près-renens,2021-01-28,47.7,35.6,42,44.3,27.5,37.1,40.7,95.1,0.641,100,100,"rain,snow",0.3,1,,13.8,268.3,1015.3,97.4,,26.6,2.4,2,,2021-01-28T08:02:03,2021-01-28T17:31:51,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"06610099999,E5414,06619099999,06609099999,06625099999,06704099999,06627099999,06707099999,06618099999,06708099999,06703099999,06711099999"
chavannes-près-renens,2021-01-29,48.6,43,45.8,43.7,38.3,41.1,41.4,85,0.837,100,100,rain,0,0.5,,13.5,263,1010,84.4,,60.7,5.3,3,,2021-01-29T08:00:55,2021-01-29T17:33:21,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E5414,06704099999,06707099999,06618099999,06708099999,06703099999,06711099999,E5758"
chavannes-près-renens,2021-01-30,43.2,40.2,41.2,40.8,36.7,37.9,38.9,91.4,0.39,100,75,rain,0,0,,7.5,250.1,1004.6,86.9,,20.3,1.8,1,,2021-01-30T07:59:45,2021-01-30T17:34:51,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E5414,06704099999,06707099999,06618099999,06708099999,06703099999,06711099999"
chavannes-près-renens,2021-01-31,43.4,35.5,41,43.2,32.1,39.5,39,92.9,0.066,100,25,"rain,snow",0,0,,6.7,273.7,1000.1,53.3,1.9,34.2,2.9,2,,2021-01-31T07:58:34,2021-01-31T17:36:22,0.59,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"06606099999,06610099999,E5414,06625099999,06700099999,06704099999,06707099999,06618099999,06608099999,06604099999,06708099999,06703099999,E5758,06609099999,06619099999,06627099999,06711099999"
chavannes-près-renens,2021-02-01,43.7,40.8,42.3,41.1,36.1,38.9,40.4,92.9,0.761,100,100,rain,0,0,,8.3,160.3,998.9,93.1,6.2,24.2,2.1,1,,2021-02-01T07:57:20,2021-02-01T17:37:52,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06606099999,E5414,06700099999,06720099999,06704099999,06640099999,06707099999,06618099999,06708099999,06703099999,06711099999,E5758"
chavannes-près-renens,2021-02-02,47.4,42,44.5,45.1,38.3,40.9,43.2,95.3,0.227,100,87.5,rain,0,0,,8.4,259.5,1010.7,92.9,,22,1.9,1,,2021-02-02T07:56:04,2021-02-02T17:39:23,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E5414,06704099999,06707099999,06618099999,06708099999,06703099999,06711099999"
chavannes-près-renens,2021-02-03,50.9,46,47.8,50.9,42.5,45,44.2,87.6,0.253,100,62.5,rain,0,0,,11.9,268.6,1009.2,69.8,,17.7,1.6,1,,2021-02-03T07:54:47,2021-02-03T17:40:54,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E5414,06704099999,06707099999,06618099999,06708099999,06703099999,06711099999,E5758"
chavannes-près-renens,2021-02-04,48.6,35.4,43.6,47.7,31.4,42,38.2,81.3,0,0,0,,0,0,6.9,7.1,327.9,1015.5,84.8,6.7,55.2,4.8,3,,2021-02-04T07:53:28,2021-02-04T17:42:26,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06606099999,06610099999,E5414,06625099999,06605099999,06700099999,06720099999,06704099999,06707099999,07490099999,LSMP,06618099999,06608099999,06604099999,06708099999,06703099999,06609099999,06619099999,06617099999,06711099999"
chavannes-près-renens,2021-02-05,47.8,37.7,43.1,47.8,33.1,41.9,39,85.3,0.001,100,4.17,rain,0,0,,7,346.6,1013.6,87.8,,37.3,3.3,2,,2021-02-05T07:52:07,2021-02-05T17:43:57,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06610099999,E5414,06625099999,06704099999,06707099999,06618099999,06708099999,06703099999,06712099999,06619099999,06609099999,06702099999,06617099999,D0499,06711099999"
chavannes-près-renens,2021-02-06,45.6,37.8,42.4,44.2,31.4,40.6,38.9,87.6,0.011,100,12.5,rain,0,0,4.7,8.9,46.5,1005.8,77.2,2.7,21.9,1.7,1,,2021-02-06T07:50:44,2021-02-06T17:45:28,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06610099999,E5414,06625099999,06605099999,06700099999,06720099999,06704099999,06707099999,07490099999,LSMP,06618099999,06608099999,06604099999,06708099999,06703099999,E5758,06619099999,06609099999,06702099999,06627099999,06617099999,06711099999"
chavannes-près-renens,2021-02-07,45,37.2,41.7,43.2,32.3,37.5,36.9,83.2,0.165,100,62.5,rain,0,0,,10.2,260.3,999.3,57.4,,32.2,2.7,2,,2021-02-07T07:49:20,2021-02-07T17:46:59,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E5414,06705099999,06704099999,06707099999,D0170,06618099999,06708099999,06703099999,06711099999"
chavannes-près-renens,2021-02-08,44,37,40.1,38.4,31.4,34.8,30.7,69.7,0.001,100,4.17,rain,0,0,,15.1,243.9,996.9,40,,61.5,5.1,3,,2021-02-08T07:47:54,2021-02-08T17:48:31,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"E5414,06704099999,06707099999,06618099999,D0499,06708099999,06703099999,06711099999,E5758"
chavannes-près-renens,2021-02-09,42.3,34.6,38.7,40.1,28.2,34.9,33.7,82.3,0.103,100,25,"rain,snow",0.2,0.1,,11.6,310.5,999.9,76,5.2,78.3,6.8,4,,2021-02-09T07:46:27,2021-02-09T17:50:02,0.92,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"E5414,LSGG,06704099999,06707099999,LSMP,06618099999,06708099999,06703099999,06711099999"
chavannes-près-renens,2021-02-10,45.3,30.9,37.2,41.4,26.7,33.6,33,85.5,0.224,100,37.5,"rain,snow",0.2,0.4,,14.5,243.6,1001,95.6,6.1,46.7,3.9,3,,2021-02-10T07:44:58,2021-02-10T17:51:33,0.95,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,snow,"E5414,06610099999,LSGG,06625099999,06704099999,06707099999,LSMP,06618099999,06708099999,06703099999,E5758,06619099999,06609099999,06627099999,06711099999"
chavannes-près-renens,2021-02-11,34.9,25.4,29,30.3,13.7,20.4,22.6,77,0,0,0,,0,0,,15.6,52.1,1013.6,82.5,6.2,70.3,6.1,4,,2021-02-11T07:43:27,2021-02-11T17:53:04,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E5414,LSGG,06720099999,06704099999,06707099999,LSMP,06618099999,06708099999,06703099999,06711099999"
chavannes-près-renens,2021-02-12,26,18.6,24.6,25.5,11.8,16,19.1,79.5,0.096,100,37.5,snow,0.6,0.2,,15.6,59.3,1019,87.2,5.1,43.3,3.5,2,,2021-02-12T07:41:55,2021-02-12T17:54:35,0.02,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"E5414,LSGG,LSMP,07490099999,06617099999"
chavannes-près-renens,2021-02-13,24.6,20.5,22.4,24.6,8,12.1,14.8,72.1,0.012,100,8.33,snow,0.4,0.8,27.7,16.1,41.7,1032.7,61.5,6.2,53.5,4.4,2,,2021-02-13T07:40:22,2021-02-13T17:56:06,0.05,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"E5414,LSGG,06704099999,LSMP,06707099999,06618099999,06708099999,06703099999,06711099999"
chavannes-près-renens,2021-02-14,30.8,21.1,25,30.8,12.1,20.7,17.3,72.2,0,0,0,,0,0.8,,8.1,2.7,1037.3,31.2,,128.9,11.2,5,,2021-02-14T07:38:48,2021-02-14T17:57:37,0.09,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"E5414,06610099999,06619099999,06609099999,06625099999,06704099999,06707099999,06617099999,06618099999,06708099999,06703099999,06711099999"
chavannes-près-renens,2021-02-15,40.2,26.4,34.3,37.6,22.3,30.8,25.8,71.6,0,0,0,,0,0.4,,6.9,317,1035.1,94.7,,86.8,7.5,5,,2021-02-15T07:37:12,2021-02-15T17:59:07,0.12,Overcast,Cloudy skies throughout the day.,cloudy,"E5414,06704099999,06707099999,06618099999,06708099999,06703099999,06711099999"
chavannes-près-renens,2021-02-16,47.4,37.2,42.4,45.4,34.3,39.5,32.1,66.8,0,0,0,,0,0,,8.6,270.8,1025.5,86.4,,99.7,8.8,5,,2021-02-16T07:35:35,2021-02-16T18:00:37,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E5414,06704099999,06707099999,06618099999,06708099999,06703099999,06711099999"
chavannes-près-renens,2021-02-17,51.8,33.5,44.7,51.8,30.8,42.7,36.9,75,0.01,100,8.33,rain,0,0,,8.5,278.1,1023.1,72.2,,136.5,11.9,6,,2021-02-17T07:33:57,2021-02-17T18:02:07,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"E5414,06610099999,06625099999,06704099999,06640099999,06707099999,06618099999,06708099999,06703099999,E5758,06619099999,06609099999,06627099999,06617099999,06711099999"
chavannes-près-renens,2021-02-18,50.1,30.8,41,50.1,25.8,38.3,32.4,71.9,0,0,0,,0,0,,6.7,289.3,1019.8,90.7,9.3,83.5,7.3,4,,2021-02-18T07:32:17,2021-02-18T18:03:37,0.21,Overcast,Cloudy skies throughout the day.,cloudy,"06610099999,E5414,06625099999,06640099999,06704099999,06707099999,06618099999,06708099999,06703099999,06712099999,06619099999,06609099999,06702099999,06627099999,06617099999,06711099999"
chavannes-près-renens,2021-02-19,57.9,40.8,49,57.9,40.8,47.5,38.3,67.4,0,0,0,,0,0,,8.5,268.4,1020.1,83.7,6.2,133,11.7,5,,2021-02-19T07:30:36,2021-02-19T18:05:07,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E5414,LSGG,06720099999,06704099999,06707099999,LSMP,06618099999,06708099999,06703099999,06711099999"
chavannes-près-renens,2021-02-20,56.1,32.6,43.8,56.1,32.6,43.3,35.5,74.7,0,0,0,,0,0,,5.1,236.2,1018.7,35.2,6.1,145.9,12.8,6,,2021-02-20T07:28:55,2021-02-20T18:06:36,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E5414,06610099999,LSGG,06625099999,06704099999,LSMP,06707099999,06618099999,06708099999,06703099999,E5758,06619099999,06609099999,06617099999,06711099999"
chavannes-près-renens,2021-02-21,57.7,30.1,44,57.7,30.1,42.7,31.2,61.8,0,0,0,,0,0,11.4,8.7,82.7,1019.1,17.5,10.7,157.1,13.5,6,,2021-02-21T07:27:12,2021-02-21T18:08:05,0.31,Clear,Clear conditions throughout the day.,clear-day,"06610099999,E5414,LSGG,06625099999,06704099999,06640099999,06707099999,LSMP,07490099999,06618099999,06708099999,06703099999,E5758,06712099999,06619099999,06609099999,06702099999,06627099999,06617099999,06711099999"
chavannes-près-renens,2021-02-22,52,35.9,44.6,52,32.7,43.5,31.1,59.2,0,0,0,,0,0,,4.7,11.3,1024,90.3,,54.2,4.7,3,,2021-02-22T07:25:28,2021-02-22T18:09:34,0.34,Overcast,Cloudy skies throughout the day.,cloudy,"06610099999,E5414,06705099999,06625099999,06704099999,06640099999,06707099999,06618099999,06708099999,06703099999,E5758,06619099999,06609099999,06702099999,06627099999,06617099999,06711099999"
chavannes-près-renens,2021-02-23,56,35.4,45.7,56,32.3,44.9,33.4,62.6,0,0,0,,0,0,8.1,4.7,11.5,1035.6,35.9,6.4,133.7,11.4,5,,2021-02-23T07:23:43,2021-02-23T18:11:03,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06610099999,E5414,06605099999,06700099999,06720099999,06704099999,06640099999,06707099999,07490099999,LSMP,06618099999,06604099999,06703099999,06708099999,06712099999,06619099999,06609099999,06702099999,06627099999,06711099999"
chavannes-près-renens,2021-02-24,57.5,36.2,46.8,57.5,36.2,46.5,36.6,68.3,0,0,0,,0,0,6.9,3.6,32.9,1035.5,0,6,146.1,12.7,6,,2021-02-24T07:21:58,2021-02-24T18:12:31,0.41,Clear,Clear conditions throughout the day.,clear-day,"06610099999,E5414,06625099999,06605099999,06700099999,06720099999,06704099999,06707099999,07490099999,LSMP,06618099999,06604099999,06708099999,06703099999,E5758,06619099999,06609099999,06627099999,06617099999,06711099999"
chavannes-près-renens,2021-02-25,58.3,35.4,46.9,58.3,32.1,46,34.3,62.2,0,0,0,,0,0,,4.5,19.7,1031.9,0,6.2,155.2,13.3,6,,2021-02-25T07:20:11,2021-02-25T18:13:59,0.44,Clear,Clear conditions throughout the day.,clear-day,"06610099999,E5414,06625099999,06700099999,06704099999,06640099999,06707099999,06618099999,06708099999,06703099999,06619099999,06609099999,06627099999,06617099999,06711099999"
chavannes-près-renens,2021-02-26,55.7,35.2,47.9,55.7,32.1,47.4,34.7,60.4,0,0,0,,0,0,,4.5,0.8,1030.7,69.7,,158.8,13.9,6,,2021-02-26T07:18:23,2021-02-26T18:15:27,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06610099999,E5414,06625099999,06640099999,06704099999,06707099999,06618099999,06708099999,06703099999,E5758,06619099999,06609099999,06627099999,06617099999,06711099999"
chavannes-près-renens,2021-02-27,48.4,39.9,43.1,45.6,33.2,36.1,36.1,76.4,0,0,0,,0,0,,17.5,34.4,1029.1,22.6,,239.1,21.3,6,,2021-02-27T07:16:35,2021-02-27T18:16:54,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E5414,06704099999,06707099999,06618099999,06708099999,06703099999,06711099999,E5758"
chavannes-près-renens,2021-02-28,45.2,33.3,39.8,42.6,29.7,35.5,32.2,74.3,0,0,0,,0,0,,9.8,9.9,1031.2,7.3,,222.4,19.7,6,,2021-02-28T07:14:46,2021-02-28T18:18:21,0.54,Clear,Clear conditions throughout the day.,clear-day,"E5414,06610099999,06704099999,06707099999,06618099999,06708099999,06703099999,E5758,06619099999,06609099999,06702099999,06627099999,06711099999"
chavannes-près-renens,2021-03-01,48.2,29.3,38.5,47.1,25.8,36.8,32,77.8,0,0,0,,0,0,4.7,5.4,32.1,1031.4,36.9,4.4,251.3,22.3,6,,2021-03-01T07:12:56,2021-03-01T18:19:48,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06610099999,E5414,06625099999,06605099999,06700099999,06720099999,06704099999,06707099999,07490099999,LSMP,06618099999,06604099999,06708099999,06703099999,E5758,06712099999,06619099999,06609099999,06702099999,06627099999,06617099999,06711099999"
chavannes-près-renens,2021-03-02,51.9,30.2,41.9,51.9,29.3,40.7,29.1,60.8,0,0,0,,0,0,,4.7,31.2,1032.7,57.3,,236,20.9,6,,2021-03-02T07:11:06,2021-03-02T18:21:14,0.61,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"06610099999,E5414,06625099999,06704099999,06640099999,06707099999,06618099999,06708099999,06703099999,E5758,06619099999,06609099999,06627099999,06617099999,06711099999"
