datetime,Heure début alarmes,Date fin alarmes,Heure fin alarmes,Durée,Type,Commune,Year,Alarme automatique,Alarme automatique réelle,Assistance à personne,DCH,Divers,Feu,Inondation,Officier de service,Sauvetage animaux/NAC,Sauvetage personne,tempmax,tempmin,temp,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,severerisk,conditions,description,Intervention,Weekend,Precip_last_7D,holidays
2020-01-01,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,34.7,32.2,33.2,33.1,31.5,93.5,0.0,0,0.0,Rien,0.0,0.0,3.4,332.1,1034.1,33.9,0.0,47.4,4.1,0.0,Partially cloudy,Clearing in the afternoon.,0,0,0.0,1
2020-01-02,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,36.0,30.7,33.8,33.2,32.3,94.2,0.0,0,0.0,Rien,0.0,0.0,4.1,326.8,1032.4,24.0,0.0,69.2,6.0,0.0,Partially cloudy,Partly cloudy throughout the day.,0,0,0.0,1
2020-01-03,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,45.1,35.6,40.3,37.6,36.1,85.2,0.007,100,8.33,rain,0.0,0.0,6.3,321.1,1030.2,78.4,0.0,42.9,3.8,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,0,0,0.007,1
2020-01-04,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,47.4,36.2,42.2,40.2,37.0,82.1,0.003,100,12.5,rain,0.0,0.0,8.0,346.0,1033.1,65.3,0.0,67.9,5.9,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,0,1,0.01,1
2020-01-05,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,40.6,33.4,36.4,32.2,30.0,77.3,0.0,0,0.0,Rien,0.0,0.0,7.5,39.9,1034.9,14.5,0.0,74.0,6.4,0.0,Clear,Clear conditions throughout the day.,0,1,0.01,1
2020-01-06,18:37:00,2020-01-06,20:37:00,0 days 02:00:00,Feu,Chavannes,2020.0,0,0,0,0,0,1,0,0,0,0,40.7,31.7,35.6,33.8,31.7,85.7,0.0,0,0.0,Rien,0.0,0.0,5.4,343.0,1031.9,1.7,0.0,77.2,6.8,0.0,Clear,Clear conditions throughout the day.,1,0,0.01,0
2020-01-07,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,45.4,35.9,39.7,38.0,34.7,82.3,0.0,0,0.0,Rien,0.0,0.0,5.7,14.7,1031.2,59.9,0.0,65.2,5.6,0.0,Partially cloudy,Partly cloudy throughout the day.,0,0,0.01,0
2020-01-08,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,42.8,32.8,37.7,36.6,33.4,84.8,0.0,0,0.0,Rien,0.0,0.0,5.2,7.9,1032.5,63.4,0.0,66.6,5.8,0.0,Partially cloudy,Partly cloudy throughout the day.,0,0,0.01,0
2020-01-09,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,48.7,36.5,42.1,39.4,30.1,63.1,0.0,0,0.0,Rien,0.0,0.0,7.5,319.8,1025.4,78.7,0.0,75.2,6.4,0.0,Partially cloudy,Partly cloudy throughout the day.,0,0,0.01,0
2020-01-10,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,46.8,39.5,43.0,39.2,37.6,81.8,0.048,100,33.33,rain,0.0,0.0,12.8,267.2,1025.5,54.0,0.0,63.2,5.4,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,0,0,0.051000000000000004,0
2020-01-11,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,43.2,24.3,37.2,34.2,32.2,82.3,0.0,0,0.0,Rien,0.0,0.0,6.8,29.1,1032.3,12.2,0.0,63.1,5.4,0.0,Clear,Clear conditions throughout the day.,0,1,0.048,0
2020-01-12,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,43.8,32.7,37.1,35.3,31.1,79.5,0.0,0,0.0,Rien,0.0,0.0,4.8,2.1,1030.6,45.9,0.0,81.3,7.0,0.0,Partially cloudy,Becoming cloudy in the afternoon.,0,1,0.048,0
2020-01-13,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,40.6,18.0,34.2,31.7,27.4,76.4,0.024,100,4.17,"rain,snow",0.0,0.0,5.6,3.4,1025.6,64.8,0.0,57.5,4.9,0.0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,0,0,0.07200000000000001,0
2020-01-14,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,47.4,33.9,40.1,36.5,29.8,67.5,0.0,0,0.0,Rien,0.0,0.0,8.0,289.4,1021.0,84.8,0.0,77.2,6.7,0.0,Partially cloudy,Partly cloudy throughout the day.,0,0,0.07200000000000001,0
2020-01-15,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,51.8,31.9,43.6,40.7,32.9,66.6,0.0,0,0.0,Rien,0.0,0.0,12.9,288.7,1023.3,15.3,0.0,71.7,6.2,0.0,Clear,Clear conditions throughout the day.,0,0,0.07200000000000001,0
2020-01-16,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,46.3,36.9,41.2,39.3,33.3,73.4,0.0,0,0.0,Rien,0.0,0.0,6.1,9.2,1028.9,14.5,0.0,83.2,7.2,0.0,Clear,Clear conditions throughout the day.,0,0,0.07200000000000001,0
2020-01-17,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,43.1,36.0,39.2,36.7,34.8,84.6,0.291,100,45.83,rain,0.0,0.0,5.3,311.5,1025.2,57.7,0.0,13.9,1.3,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,0,0,0.315,0
2020-01-18,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,41.3,34.2,37.9,34.6,32.0,79.7,0.018,100,12.5,rain,0.0,0.0,8.7,321.6,1029.0,36.9,0.0,78.5,6.8,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,0,1,0.333,0
2020-01-19,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,38.7,32.0,34.2,26.6,26.1,72.5,0.001,100,4.17,"rain,snow",0.0,0.0,14.0,37.4,1032.7,59.0,0.0,87.1,7.6,0.0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,0,1,0.334,0
2020-01-20,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,36.8,29.9,32.5,23.6,23.8,70.7,0.001,100,4.17,"rain,snow",0.0,0.0,14.9,43.8,1039.5,6.7,0.0,86.7,7.6,0.0,"Snow, Rain",Clear conditions throughout the day with morning rain or snow.,0,0,0.311,0
2020-01-21,14:08:00,2020-01-21,16:08:00,0 days 02:00:00,Alarme automatique,Ecublens,2020.0,1,0,0,0,0,0,0,0,0,0,37.6,27.8,31.8,28.5,25.8,78.4,0.0,0,0.0,Rien,0.0,0.0,5.7,17.9,1040.0,53.0,0.0,87.9,7.6,0.0,Partially cloudy,Becoming cloudy in the afternoon.,1,0,0.311,0
2020-01-22,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,40.8,30.3,34.5,32.9,29.4,81.6,0.001,100,4.17,rain,0.0,0.0,5.2,16.0,1034.6,13.6,0.0,84.9,7.4,0.0,Rain,Clear conditions throughout the day with afternoon rain.,0,0,0.312,0
2020-01-23,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,33.6,28.2,31.3,28.5,28.4,89.0,0.0,0,0.0,Rien,0.0,0.0,7.1,42.2,1030.4,22.3,0.0,73.8,6.5,0.0,Partially cloudy,Partly cloudy throughout the day.,0,0,0.312,0
2020-01-24,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,37.0,30.5,33.5,33.5,32.1,94.4,0.0,0,0.0,Rien,0.0,0.0,2.8,5.6,1027.3,64.9,0.0,66.0,5.6,0.0,Partially cloudy,Partly cloudy throughout the day.,0,0,0.020999999999999998,0
2020-01-25,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,40.3,32.5,35.6,35.5,33.4,91.8,0.0,0,0.0,Rien,0.0,0.0,3.2,351.4,1024.0,78.1,0.0,72.0,6.2,0.0,Partially cloudy,Partly cloudy throughout the day.,0,1,0.003,0
2020-01-26,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,38.8,34.2,36.8,36.4,35.1,93.5,0.031,100,20.83,rain,0.0,0.0,3.4,10.7,1022.1,84.0,0.0,30.0,2.5,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,0,1,0.033,0
2020-01-27,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,44.5,37.0,41.0,37.5,37.4,87.3,0.026,100,29.17,rain,0.0,0.0,14.9,251.6,1017.1,89.0,0.0,45.3,3.8,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,0,0,0.057999999999999996,0
2020-01-28,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,47.3,36.7,41.5,34.4,35.5,79.8,0.441,100,70.83,rain,0.0,0.0,18.4,240.6,1010.5,97.5,0.0,17.8,1.5,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,0,0,0.499,0
2020-01-29,00:21:00,2020-01-29,02:21:00,0 days 02:00:00,Sauvetage personne,Ecublens,2020.0,0,0,0,0,0,0,0,0,0,1,42.1,38.4,40.4,34.3,36.9,87.3,0.254,100,95.83,rain,0.0,0.0,16.0,249.9,1017.4,76.8,0.0,28.4,2.4,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,1,0,0.752,0
2020-01-30,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,43.3,35.2,39.6,36.6,36.4,88.5,0.232,100,29.17,rain,0.0,0.0,7.0,284.4,1020.2,94.9,0.0,48.8,4.2,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,0,0,0.984,0
2020-01-31,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,51.7,42.8,46.6,45.0,44.9,93.7,0.052,100,45.83,rain,0.0,0.0,6.2,253.4,1019.6,83.7,0.0,60.3,5.3,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,0,0,1.036,0
2020-02-01,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,50.7,44.2,48.1,46.2,44.5,87.7,0.054,100,25.0,rain,0.0,0.0,12.5,263.8,1017.6,74.3,0.0,33.8,2.8,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,0,1,1.09,0
2020-02-02,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,51.5,47.0,49.1,46.5,47.0,92.6,0.684,100,62.5,rain,0.0,0.0,10.7,260.7,1021.7,88.4,0.0,15.1,1.3,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,0,1,1.743,0
2020-02-03,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,56.4,52.3,54.0,54.0,46.6,76.2,0.01,100,12.5,rain,0.0,0.0,12.6,265.8,1022.8,82.5,0.0,25.1,2.1,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,0,0,1.727,0
2020-02-04,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,54.1,20.6,39.9,36.1,34.0,80.5,0.323,100,70.83,"rain,snow",0.0,0.0,18.5,278.6,1021.5,66.2,0.0,51.2,4.3,0.0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,0,0,1.609,0
2020-02-05,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,43.6,34.4,37.8,33.9,30.1,75.3,0.016,100,25.0,"rain,snow",0.0,0.0,11.6,30.3,1032.7,35.0,0.0,112.0,9.5,0.0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,0,0,1.371,0
2020-02-06,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,39.4,31.2,34.3,29.9,25.0,68.7,0.0,0,0.0,Rien,0.0,0.0,10.6,23.6,1032.0,60.5,0.0,101.2,8.7,0.0,Partially cloudy,Partly cloudy throughout the day.,0,0,1.139,0
2020-02-07,12:43:00,2020-02-07,14:43:00,0 days 02:00:00,Inondation,Ecublens,2020.0,0,0,0,0,0,0,1,0,0,0,42.1,28.7,34.5,32.7,28.0,77.2,0.001,100,4.17,rain,0.0,0.0,4.3,9.0,1028.4,12.7,0.0,115.8,9.9,0.0,Rain,Clear conditions throughout the day with afternoon rain.,1,0,1.088,0
2020-02-08,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,45.0,31.0,37.4,35.5,30.6,76.6,0.0,0,0.0,Rien,0.0,0.0,5.0,9.4,1027.1,66.4,0.0,116.0,9.9,0.0,Partially cloudy,Partly cloudy throughout the day.,0,1,1.034,0
2020-02-09,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,48.9,36.1,43.0,38.7,32.8,67.6,0.0,0,0.0,Rien,0.0,0.0,18.5,254.6,1024.8,78.8,0.0,93.8,8.0,0.0,Partially cloudy,Partly cloudy throughout the day.,0,1,0.35000000000000003,0
2020-02-10,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,53.7,46.0,50.0,47.6,41.1,71.7,0.148,100,54.17,rain,0.0,0.0,19.9,254.5,1016.5,91.3,0.0,71.8,6.1,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,0,0,0.488,0
2020-02-11,14:53:00,2020-02-11,16:53:00,0 days 02:00:00,Alarme automatique,Chavannes,2020.0,1,0,0,0,0,0,0,0,0,0,49.7,40.6,44.0,37.7,34.8,70.6,0.098,100,37.5,rain,0.0,0.0,21.2,251.0,1019.5,82.6,0.0,33.5,2.8,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1,0,0.263,0
2020-02-12,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,44.1,35.1,40.0,35.0,29.5,66.5,0.001,100,4.17,rain,0.0,0.0,10.8,254.2,1024.7,54.6,0.0,72.6,6.3,0.0,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,0,0,0.24799999999999997,0
2020-02-13,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,44.9,32.3,38.6,33.2,31.7,77.0,0.386,100,45.83,rain,0.0,0.0,15.7,273.7,1017.2,86.8,0.0,23.5,1.9,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,0,0,0.634,0
2020-02-14,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,48.3,38.9,43.3,39.6,37.6,81.0,0.137,100,45.83,rain,0.0,0.0,14.6,262.4,1024.2,46.5,0.0,118.7,10.3,0.0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,0,0,0.77,0
2020-02-15,11:40:00,2020-02-15,13:40:00,0 days 02:00:00,Alarme automatique,Ecublens,2020.0,1,0,0,0,0,0,0,0,0,0,50.1,35.1,42.3,40.2,34.7,75.8,0.0,0,0.0,Rien,0.0,0.0,5.5,65.2,1026.1,73.4,0.0,120.7,10.5,0.0,Partially cloudy,Partly cloudy throughout the day.,1,1,0.77,1
2020-02-16,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,55.2,43.7,49.3,47.7,35.6,59.3,0.0,0,0.0,Rien,0.0,0.0,11.3,278.1,1021.9,94.5,0.0,95.6,8.3,0.0,Overcast,Cloudy skies throughout the day.,0,1,0.77,1
2020-02-17,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,51.7,42.6,47.3,44.1,41.5,80.7,0.38,100,45.83,rain,0.0,0.0,11.7,265.1,1023.2,89.2,0.0,19.8,1.6,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,0,0,1.002,1
2020-02-18,22:38:00,2020-02-19,00:38:00,0 days 02:00:00,Divers,Ecublens,2020.0,0,0,0,0,1,0,0,0,0,0,45.2,37.9,41.3,38.0,33.1,73.1,0.003,100,8.33,rain,0.0,0.0,8.6,263.5,1031.0,22.2,0.0,129.1,11.3,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1,0,0.907,1
2020-02-19,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,41.1,36.5,39.4,34.2,34.6,83.3,0.081,100,50.0,rain,0.0,0.0,11.4,254.4,1028.6,78.6,0.0,37.3,3.1,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,0,0,0.987,1
2020-02-20,17:24:00,2020-02-20,19:24:00,0 days 02:00:00,Sauvetage animaux/NAC,Ecublens,2020.0,0,0,0,0,0,0,0,0,1,0,48.9,34.3,41.3,38.5,33.8,75.9,0.0,0,0.0,Rien,0.0,0.0,7.6,281.2,1025.5,56.0,0.0,143.1,12.5,0.0,Partially cloudy,Partly cloudy throughout the day.,1,0,0.601,1
2020-02-20,15:25:00,2020-02-20,17:25:00,0 days 02:00:00,Alarme automatique,Ecublens,2020.0,1,0,0,0,0,0,0,0,0,0,48.9,34.3,41.3,38.5,33.8,75.9,0.0,0,0.0,Rien,0.0,0.0,7.6,281.2,1025.5,56.0,0.0,143.1,12.5,0.0,Partially cloudy,Partly cloudy throughout the day.,1,0,0.601,1
2020-02-21,08:34:00,2020-02-21,10:34:00,0 days 02:00:00,Inondation,Chavannes,2020.0,0,0,0,0,0,0,1,0,0,0,48.9,38.2,44.5,42.3,32.4,63.3,0.012,100,16.67,rain,0.0,0.0,9.1,303.1,1029.8,78.3,0.0,138.7,12.0,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,1,0,0.47600000000000003,1
2020-02-22,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,53.2,33.8,43.5,42.1,31.9,64.6,0.0,0,0.0,Rien,0.0,0.0,6.6,317.1,1032.3,69.9,0.0,148.4,12.8,0.0,Partially cloudy,Partly cloudy throughout the day.,0,1,0.47600000000000003,1
2020-02-23,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,61.2,45.1,52.5,51.5,32.7,47.5,0.0,0,0.0,Rien,0.0,0.0,8.9,268.8,1030.1,51.1,0.0,147.8,12.6,0.0,Partially cloudy,Partly cloudy throughout the day.,0,1,0.47600000000000003,1
2020-02-24,21:00:00,2020-02-24,23:00:00,0 days 02:00:00,Alarme automatique réelle,Saint-Sulpice,2020.0,0,1,0,0,0,0,0,0,0,0,60.2,47.1,53.5,53.1,40.6,62.0,0.0,0,0.0,Rien,0.0,0.0,8.5,260.9,1023.0,78.3,0.0,156.0,13.5,0.0,Partially cloudy,Partly cloudy throughout the day.,1,0,0.096,0
2020-02-25,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,50.2,41.9,46.5,42.3,37.6,72.0,0.191,100,54.17,rain,0.0,0.0,15.1,262.1,1011.0,78.0,0.0,31.7,2.8,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,0,0,0.28400000000000003,0
2020-02-26,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,43.3,32.8,36.3,29.0,30.6,79.9,0.165,100,66.67,"rain,snow",0.0,0.0,16.5,250.2,1010.2,70.6,0.0,75.0,6.4,0.0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,0,0,0.368,0
2020-02-27,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,41.1,32.3,35.9,28.9,31.7,84.9,0.255,100,62.5,"rain,snow",0.0,0.0,15.2,257.8,1011.0,81.9,0.0,31.8,2.6,0.0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,0,0,0.623,0
2020-02-28,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,43.4,29.6,37.6,34.4,25.4,62.2,0.001,100,4.17,rain,0.0,0.0,8.9,321.0,1020.9,59.8,0.0,160.1,13.9,0.0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,0,0,0.612,0
2020-02-29,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,53.0,40.2,45.4,42.4,35.9,70.2,0.454,100,41.67,rain,0.0,0.0,15.9,243.7,1007.3,90.7,0.0,54.5,4.7,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,0,1,1.066,0
2020-03-01,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,51.7,40.4,44.1,39.9,37.7,78.8,0.364,100,50.0,rain,0.0,0.0,19.0,228.4,1004.6,44.0,0.0,132.9,11.7,0.0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,0,1,1.43,0
2020-03-02,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,42.6,37.4,39.7,35.9,36.5,88.5,0.583,100,70.83,rain,0.0,0.0,8.8,274.4,995.7,90.9,0.0,21.6,1.7,0.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,0,0,2.013,0
2020-03-03,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,41.9,34.4,38.6,35.6,30.4,72.6,0.03,100,29.17,"rain,snow",0.0,0.0,9.0,258.2,1007.3,69.7,0.0,123.3,10.6,0.0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,0,0,1.8519999999999999,0
2020-03-04,18:27:00,2020-03-04,20:27:00,0 days 02:00:00,Feu,Chavannes,2020.0,0,0,0,0,0,1,0,0,0,0,44.2,34.7,39.7,37.9,30.6,70.7,0.052,100,16.67,"rain,snow",0.0,0.0,5.7,182.0,1014.9,66.5,0.0,143.9,12.4,0.0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,1,0,1.7389999999999999,0
2020-03-05,08:07:00,2020-03-05,10:07:00,0 days 02:00:00,Alarme automatique,Ecublens,2020.0,1,0,0,0,0,0,0,0,0,0,44.7,40.2,42.3,37.9,39.4,89.8,1.647,100,87.5,rain,0.0,0.0,13.6,202.3,1002.6,91.2,0.0,13.5,1.2,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,1,0,3.1310000000000002,0
2020-03-05,01:52:00,2020-03-05,03:52:00,0 days 02:00:00,Alarme automatique,Ecublens,2020.0,1,0,0,0,0,0,0,0,0,0,44.7,40.2,42.3,37.9,39.4,89.8,1.647,100,87.5,rain,0.0,0.0,13.6,202.3,1002.6,91.2,0.0,13.5,1.2,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,1,0,4.7780000000000005,0
2020-03-06,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,44.8,38.5,41.4,36.3,30.9,67.2,0.041,100,29.17,rain,0.0,0.0,13.8,245.3,1005.0,64.2,0.0,83.3,7.1,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,0,0,4.818,0
2020-03-07,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,43.5,33.7,39.6,37.3,27.8,62.9,0.001,100,4.17,rain,0.0,0.0,7.8,340.6,1020.3,43.7,0.0,144.3,12.3,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,0,1,4.365,0
2020-03-08,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,48.3,31.8,39.8,37.4,27.9,63.3,0.0,0,0.0,Rien,0.0,0.0,5.7,259.7,1021.9,76.7,0.0,167.1,14.4,0.0,Partially cloudy,Partly cloudy throughout the day.,0,1,4.001,0
2020-03-09,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,45.8,38.8,41.5,38.7,36.1,81.4,0.227,100,70.83,rain,0.0,0.0,11.2,255.3,1019.2,70.6,0.0,121.1,10.5,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,0,0,3.645,0
2020-03-10,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,42.1,36.1,38.9,34.8,36.7,91.7,0.205,100,62.5,rain,0.0,0.0,11.2,219.4,1023.5,98.1,0.0,34.4,2.9,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,0,0,3.8200000000000003,0
2020-03-11,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,57.2,42.8,48.8,47.5,44.9,87.3,0.002,100,8.33,rain,0.0,0.0,5.5,209.5,1023.2,46.7,0.0,157.3,13.6,0.0,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,0,0,3.77,0
2020-03-12,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,58.6,45.4,51.6,50.6,44.3,77.2,0.064,100,16.67,rain,0.0,0.0,10.1,274.1,1019.3,49.3,0.0,92.9,8.1,0.0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,0,0,0.54,0
2020-03-13,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,48.9,39.7,45.4,43.2,33.8,64.4,0.002,100,8.33,rain,0.0,0.0,7.7,343.2,1021.9,76.3,0.0,160.0,13.7,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,0,0,0.501,0
2020-03-14,22:27:00,2020-03-15,00:27:00,0 days 02:00:00,Divers,Ecublens,2020.0,0,0,0,0,1,0,0,0,0,0,49.6,31.8,42.5,41.0,31.5,65.7,0.0,0,0.0,Rien,0.0,0.0,5.4,20.3,1021.4,30.9,0.0,138.4,11.9,0.0,Partially cloudy,Partly cloudy throughout the day.,1,1,0.5,0
2020-03-14,21:36:00,2020-03-14,23:36:00,0 days 02:00:00,Inondation,Chavannes,2020.0,0,0,0,0,0,0,1,0,0,0,49.6,31.8,42.5,41.0,31.5,65.7,0.0,0,0.0,Rien,0.0,0.0,5.4,20.3,1021.4,30.9,0.0,138.4,11.9,0.0,Partially cloudy,Partly cloudy throughout the day.,1,1,0.5,0
2020-03-15,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,54.5,35.0,44.2,43.1,34.3,68.9,0.0,0,0.0,Rien,0.0,0.0,5.7,343.9,1019.0,38.9,0.0,203.3,17.4,0.0,Partially cloudy,Partly cloudy throughout the day.,0,1,0.5,0
2020-03-16,18:31:00,2020-03-16,20:31:00,0 days 02:00:00,Divers,Ecublens,2020.0,0,0,0,0,1,0,0,0,0,0,58.1,39.8,48.3,47.3,37.2,66.8,0.0,0,0.0,Rien,0.0,0.0,4.3,12.0,1021.2,67.2,0.0,189.4,16.3,0.0,Partially cloudy,Partly cloudy throughout the day.,1,0,0.27299999999999996,1
2020-03-17,18:46:00,2020-03-17,20:46:00,0 days 02:00:00,Officier de service,Ecublens,2020.0,0,0,0,0,0,0,0,1,0,0,59.0,42.2,50.0,49.5,38.4,64.9,0.0,0,0.0,Rien,0.0,0.0,4.7,52.1,1029.6,12.8,0.0,173.1,15.0,0.0,Clear,Clear conditions throughout the day.,1,0,0.068,1
2020-03-17,14:19:00,2020-03-17,16:12:00,0 days 01:53:00,Alarme automatique,Ecublens,2020.0,1,0,0,0,0,0,0,0,0,0,59.0,42.2,50.0,49.5,38.4,64.9,0.0,0,0.0,Rien,0.0,0.0,4.7,52.1,1029.6,12.8,0.0,173.1,15.0,0.0,Clear,Clear conditions throughout the day.,1,0,0.068,1
2020-03-18,20:32:00,2020-03-18,22:32:00,0 days 02:00:00,Divers,Chavannes,2020.0,0,0,0,0,1,0,0,0,0,0,61.5,42.9,51.6,51.2,41.5,69.3,0.0,0,0.0,Rien,0.0,0.0,5.1,358.5,1027.5,1.3,0.0,209.5,17.9,0.0,Clear,Clear conditions throughout the day.,1,0,0.066,1
2020-03-19,,,,,Aucun,,,0,0,0,0,0,0,0,0,0,0,61.5,43.7,52.1,51.9,42.3,70.0,0.0,0,0.0,Rien,0.0,0.0,4.6,44.3,1023.6,7.0,0.0,209.3,17.9,0.0,Clear,Clear conditions throughout the day.,0,0,0.002,1
